"id","req_specification","class"
"2337"," We'll use TFS as the actual user stories, just for organizing it's fine.","NULL"
"2338"," Yeah, as long as everybody uses this, maybe not different ways  .","NULL"
"2339"," This is more, if you want to go and look at all of the epics.","NULL"
"2340"," Well, the 2013 has got an epic work board that looks exactly like this.","NULL"
"2341"," All right. I'm going to try to come up with JRM stories. Joel, I think, maybe the assignment stories. Managing project, I'll send those to Jasmine. Corey's going to create the mock up for the logon page.","NULL"
"2342"," Desktop, tablet, and mobile.","NULL"
"2343"," The hash key's working on that? Baski's going to...Baski or Brian, or both.","NULL"
"2344"," Those things for assignments  .","NULL"
"2345"," Either way we'll need user stories for the single file version. Even if it's just like this. Then, I guess, we will meet tomorrow to go over the Fast Path stuff.","NULL"
"2346"," When you set up a date  report for Fast Path.","NULL"
"2347"," What are you saying, ""Fast pass,"" or...?","NULL"
"2348"," Fast Path.","NULL"
"2349"," Fast Path.","NULL"
"2350"," Fast Path.","NULL"
"2351"," Fast Path. Bold. Bold.","NULL"
"2352"," F-A-S-T, space, P-A-T-H. That's just a name that Eversource uses for some reason.","NULL"
"2353"," I keep hearing Disney. I don't know why. Disney Fast Pass.","NULL"
"2354","  Fast Path. Path. Like a walkway, pathway.","NULL"
"2355"," That's just what they called it. They wanted a fast path to...","NULL"
"2356"," It's a bulk edit.","NULL"
"2357"," It's a, ""Don't make me click here, here, here, here and here to enter the thing I do all the time.""","NULL"
"2358"," Enter Corey. ","NULL"
"2359"," When I do it 500 times. That's what it is.","NULL"
"2360"," Only me and you, and Des and Anne are in that. I don't have anybody else here in on that meeting.","NULL"
"2361"," Does it have any non-budget  ?","NULL"
"2362"," Have you decided  ?","NULL"
"2363"," I don't have a good answer from them.","NULL"
"2364"," Des was sick on Friday, so Karen never got to ask her.","NULL"
"2365"," Des still  .","NULL"
"2366"," They were good.","NULL"
"2367"," I want them to understand what the options are...","NULL"
"2368"," and for us to come up with...It shouldn't be a real long meeting, but just come up with the direction is what the purpose of it is.","NULL"
"2369"," Just to say, ""This is what we're doing,"" and then build from there, unless you...","NULL"
"2370"," His preference is another app. That's not my preference.","NULL"
"2371"," His preference is what?","NULL"
"2372"," His preference is a Web app.","NULL"
"2373"," Windows app.","NULL"
"2374"," Windows app. My preference is an import-export inside Notify thing.","NULL"
"2375"," I mean, Baski's right. If it needs to be, if we need to provide dropdowns and things, that's very helpful.","NULL"
"2376"," That may make it much, much better for them.","NULL"
"2377"," I'm perfectly fine with that. I just don't want to force someone to go get another tool now. If that's where their direction is, then that's perfectly fine with me. If it makes the most sense for us.","NULL"
"2378"," Best of both worlds is, Baski can do that within Notify, not a Windows app. Did you ever look at that, Baski?","NULL"
"2379"," I looked at the  , I didn't get a chance to explore.","NULL"
"2380"," That's the best of both worlds.","NULL"
"2381"," Yeah. That would be the best of both worlds in there.","NULL"
"2382"," We decided Baski was going to see if that was possible  . ","NULL"
"2383"," The first implementation of this would be the print people entering the survey stuff, because that's where  came up with. Those are their engineers. Eversource engineers and Frontier engineers. Frontier is the ones that were complaining, like, ""No, heck, I'm not using Notify, because it sucks.""","NULL"
"2384"," All they do this complain and complain. It's like, ""Stop.""","NULL"
"2385"," But the problem was Frontier's not going to do it for whatever reason. Eversource was forced to do it for them. They don't have the capacity to keep doing, click here, click here, click here, click here. Eversource would ideally want Frontier to do their own surveys.","NULL"
"2386"," Both need to be able to do it quickly and efficiently, because they both have surveys to do.","NULL"
"2387"," The engineers take it to the field?","NULL"
"2388"," Ideally that would be great. I don't know that that's a necessarily a requirement right now. That's what I'm getting from them.","NULL"
"2389"," Anybody can leave.","NULL"
"2390"," Anything we could take to the field to me would be more important. This is the problem, if Frontier refuses to do it still, they're going to have to do it desktop. That would be the most likely...","NULL"
"2391"," so that we can coordinate?","NULL"
"2392"," I think Daryl needs to prioritize it first because it sounds like we already have two projects going on concurrently. We need to focus.","NULL"
"2393"," I know. Let me see if I can conference you, I'm going to put you on hold.","NULL"
"2394"," OK.","NULL"
"2395"," Thanks.","NULL"
"2397"," Hey  . Hello.","NULL"
"2398"," I need to try and conference you in with Brian.","NULL"
"2399"," I just wanted to let you know I've got to...I don't know if I'm going to be able to stay on here because I've got to go up to the warehouse.","NULL"
"2400"," OK.","NULL"
"2401","  away.","NULL"
"2402"," In that case, if you want to just hang out, I'll just tell him that you're not available for the call today.","NULL"
"2403"," OK, that's fine, that would be perfect because I won't be. I'll get back on a little bit later.","NULL"
"2404"," OK, sounds good, thanks.","NULL"
"2405"," Alright, thank you.","NULL"
"2406"," Bye.","NULL"
"2407"," Bye-bye.","NULL"
"2408"," Did I scare him away?","NULL"
"2409"," Hey, Brian.","NULL"
"2410"," I'm here.","NULL"
"2411"," Kaylow, actually, he called to tell me that he needs to not be on the call.  I was like, ""Good, I don't need to figure how to conference."" You think before I even have a kick-off meeting that I need to get with Daryl to get clarity on what project we're doing?","NULL"
"2412"," Yeah.","NULL"
"2413"," OK. I can do that. I just got a call yesterday from Matt, asking me about the Mobile Collect. I'm like, ""I can't tell you anything about it."" It's a Frontier, I haven't even had the chance to look at it. I'll try to look at it today.","NULL"
"2414"," All right, I'll do that then, before I try and schedule something. It's 9:21. I'm bringing up what we have. Do we still have testing the CTDI? Did they send something else yesterday?","NULL"
"2415"," Mm-hmm, they sent one before.","NULL"
"2416"," The last thing that they sent, you said, ""Yeah, we got them all, and they're all good."" We can probably close this, because I don't imagine I'm going to do any more testing today.","NULL"
"2417"," That's your call.","NULL"
"2418"," We're going to be closing up good tonight.","NULL"
"2419"," If they want, send something else. They probably check it, it should be in SELECT statement, but what was sent looked good, and maybe...The work closed, worked. ","NULL"
"2420"," OK. Then I will just fail to test-run test this. Brian, do you have anything that we need to talk to them about on the call today?","NULL"
"2421"," Probably, but I don't know yet.","NULL"
"2422"," ","NULL"
"2423"," Because it probably won't be on this morning's call, but I'm about to start working on the work orders. I don't have blanket project information that I can tell or estimates for this stuff, so I'm sure that's going to get in the way. I'm not quite sure how they're going to want to handle that. I need to dig into this a little more so I can more appropriately formulate a question for them.","NULL"
"2424"," OK, so where are we at with the rest of their fallout in general? Do you know?","NULL"
"2425"," I have about 20, 30 million assets, about 231 are falling out.","NULL"
"2426"," That's not bad.","NULL"
"2427"," No, and that's because there's one particular FRC, never seen before .17 records have that on there and then the rest are bad catalog references. I think we've got all. None of the catalog information is falling out. There's only one location that's falling out and that's because the three character one doesn't have any assets on, so it doesn't affect anything.","NULL"
"2428"," OK, yeah, they said they were going to leave that alone anyway.","NULL"
"2429"," Yeah, and then the other point looks to be that the...crap, I was going somewhere.","NULL"
"2430"," ","NULL"
"2431"," That tripped me off.","NULL"
"2432","  .","NULL"
"2433"," Yeah, and I don't even touch that partly, so there's still that whole falling out there. I'm trying to get at least to the point where they're functional business wise so I need to get the work orders in there. I think ship orders escaped my...I was looking at the publish package for this version, and I noticed that I was publishing ship orders before and I'm not even importing those now.","NULL"
"2434"," I didn't even consider ship orders, so I'm going to have to see if I can pull that information in at some point either today or early tomorrow too. As far as fallout is concerned, it's looking pretty good this time around and they're actually letting me make generic rules that prevent stuff from falling out.","NULL"
"2435"," OK. That's good. Maybe the next time we do this for somebody, we should give them trial run to show them they're going to get, so that then they understand what we mean by ""Fallout.""","NULL"
"2436"," I think the next time we do this, I'm not going to do it.","NULL"
"2437"," I know. ","NULL"
"2438"," We need to give them the schema to ETR catalog extension after there's commitment, and so they take...you give us your data and you put in this format and then roll.","F"
"2439"," ","NULL"
"2440"," Kim imported the database to Mary.","NULL"
"2441"," Yeah.","NULL"
"2442"," Do you have any questions on the users? I know you all send some emails back and forth. Think you're good now?","NULL"
"2443"," I think I'm good. I was here until about eight o'clock last night, getting all the date array. I had it parsed through the names to separate the first class and from the initial GET.","NULL"
"2444"," Just basically getting it towards ready to go in the user's tail log. I've got to delete one user from the script though, because he's already in the user's table. Ken Howard, he was already in the user table, but he's also in this spreadsheet.","F"
"2445"," We might want to just ask him about that, because that's weird. If he's a Verizon employee, then he would already be in Frontier's user tables. Do you think it's worth asking him? That's just weird.","NULL"
"2446"," That is weird.","NULL"
"2447"," I'll gather the info and send you all the email and go from there.","NULL"
"2448"," OK. I just want to make sure there's nothing else that we need to be concerned about.","NULL"
"2449"," He's the only user out of the 3,373  that's already in the user's table, and his user roll's already set up, too.","NULL"
"2450"," You're planning on importing that, when?","NULL"
"2451"," I can do it, whenever. I'm ready. I just have to know what to do about to him.","NULL"
"2452"," I would think you would do that tomorrow, right before we back up the database?","NULL"
"2453"," OK.","NULL"
"2454"," Backing up the database, our test or their test, do you remember?","NULL"
"2455"," Ours.","NULL"
"2456"," Of course.","NULL"
"2457"," Yeah, OK. I don't know if that was something...","NULL"
"2458"," I'll get an SQL to him, to put them all in and set their user rolls.","NULL"
"2459"," You can do that maybe when you're doing this. Stop the work, close the interfaces running the scripts for 1.1. Were you going to do the production backup or was Brian? I didn't put names, I just put...","NULL"
"2460"," What was the question? I couldn't hear it.","NULL"
"2461"," Sorry.","NULL"
"2463"," I didn't know if Grady was going to do that, or if you were planning on doing that, Brian.","NULL"
"2464"," It doesn't matter. If you guys are doing it tomorrow, then Grady's probably going to be the better person, because I'm going to be calling it early tomorrow afternoon, I'll be out to  .","NULL"
"2465"," You probably had already danced.","NULL"
"2466"," Yep.","NULL"
"2467"," Oh yeah, I forgot about that. We can't really start it until eight o'clock anyway, based on our stop timeline event, which isn't until seven. Grady, you might want to take half the day off tomorrow, since you're going to be working half the night. ","NULL"
"2468"," I'll decide to come in later tomorrow.","NULL"
"2469"," Maybe work from home in the morning and then take the afternoon off and then work for the whole night.  Whatever you want to do. Doesn't matter to me, because you're the one that has to work.","NULL"
"2470"," Anything special we have to do on backing up or just follow my gut with the interface?","NULL"
"2471"," Right-click, back up, and then I'd probably make sure that you don't back up to a backup file that already exists, you probably want to do that. The backup shouldn't take long, but you'll probably want to 7-zip it.","NULL"
"2472"," Like I did last time?","NULL"
"2473"," Yeah. That will take probably half-hour or an hour to do that. Then you'll probably want to open up Internet Explorer and then go to the FTP site. From the Internet Explorer, tell it to open it up in Windows Explorer, and then copy it to the FTP site that way. I've had really good luck of low latency and quick copies doing it...copying file like that.","NULL"
"2474"," We'll get to back it up 7-ZIT, and put it on our FTP site.","NULL"
"2475"," Yeah.","NULL"
"2476"," Will you pull it down from there and restore it when you get ready to start?","NULL"
"2477"," Yes.","NULL"
"2478"," OK, so he goes to step five, and then you'll restore it when you get ready.","NULL"
"2479"," You might want to put names to these, so I can know who's doing what.","NULL"
"2480"," Yeah, I can do that. OK, I got to hang up and call in, it's 9:30.","NULL"
"2481"," OK.","NULL"
"2482"," Nice.","NULL"
"2483"," Call you.","NULL"
"2484"," Bye.","NULL"
"2485"," Bye.","NULL"
"2486"," Hi, who's on the call?","NULL"
"2487"," Violet.","NULL"
"2488"," Good morning, it's Kim.","NULL"
"2489"," Hey Violet, hey Kim.","NULL"
"2490"," Brian's on.","NULL"
"2491"," Hey Brian. Anybody else on the call?","NULL"
"2492"," Might be a quick call this morning. I don't think we have anything for you guys. Do you all have anything we need to talk about?","NULL"
"2493"," Hi, who joined?","NULL"
"2494"," Hi, it's DJ.","NULL"
"2495"," Hey DJ.","NULL"
"2496"," We don't have anything for you guys. Do you all have anything for us?","NULL"
"2497"," Did Jim join?","NULL"
"2498"," He did not.","NULL"
"2499"," OK, he's on a CTDI call which...Apparently, he wanted me to talk to you guys about...it may be a table field model, and then its DISTOCD, it's in regard to warehousing  warehouses. Brian, he's saying that we either need a copy of that data or if there's a place in LCAM to store it. I'll send that to you via email, but apparently, he just wanted me to bring that up.","F"
"2499"," OK, he's on a CTDI call which...Apparently, he wanted me to talk to you guys about...it may be a table field model, and then its DISTOCD, it's in regard to warehousing  warehouses. Brian, he's saying that we either need a copy of that data or if there's a place in LCAM to store it. I'll send that to you via email, but apparently, he just wanted me to bring that up.","A"
"2502"," OK. Oh, this is the COET data, OK. All right, I'll definitely check into that.","NULL"
"2503"," Thank you. That's all I have.","NULL"
"2504"," OK. Anybody else have anything we need to talk about?","NULL"
"2505"," Apparently not.","NULL"
"2506"," Sounds like it. Thanks everybody. We'll talk to you guys later.","NULL"
"2507"," Bye-bye.","NULL"
"2508"," Bye","NULL"
"2509"," Only a dozen of six words. You're going to ask your ,so that port work with the tile service. Michael, is starting today, what he did. If there is a little background, I can compile.","NULL"
"2510"," We'll try tomorrow .","NULL"
"2511"," Sounds good.","NULL"
"2512"," The best if he says he's going to take care of the branch code. I'll do that tomorrow. I have somewhere to work. That's for the historical based.","NULL"
"2513"," I had to ask her . I think so. ","NULL"
"2514"," It was their baby . I'll look at the basic. Oh, man but he said that he was smart. I only try to look one of the clients, which was already against it. Then, come up some tasks. We're having a little point to give what comes up. At this point, I want to have this.","NULL"
"2515"," Yeah, actually...","NULL"
"2516"," You got to teach...","NULL"
"2517"," I want to try and load one of the clients. I'll do that on mine, and then come up with some task that we haven't at this point accomplished. At this point you know more than I do, so you have to teach me.","NULL"
"2518"," He showed me where to look in a code, where are the configures to toggle, things like that. What to pull over so... I just did it . We could build on that machine if you want to look at the code.","NULL"
"2519"," Let's look at the program first and then the code. Then it'll make more sense to me. I'll see if I can just...","NULL"
"2520"," Also, we had talked briefly about what kind of functionality it would need. Michael said disregard the boundary thing. We will care about how our company,we will care about anything except placing access on the map , so we're running differently.","NULL"
"2521"," Michael said that?","NULL"
"2522"," Yeah.","NULL"
"2523"," And only Michael said that?","NULL"
"2524"," Only Michael, that's true. Only Michael.  I'll go check with...","NULL"
"2525"," Because Karen would validate that from the user's perspective, as she's going to be testing it. She may have different expectations.","NULL"
"2526"," I'll go through and try to install the Tile service client for J.R.M, see if I can get that done. That will help me.","NULL"
"2527"," Hopefully it worked for you, but we had to go through some crazy hoops with the IIS stuff that Michael couldn't initially. It's kind of crazy.","NULL"
"2528"," I want to see what issues we encounter.","NULL"
"2529"," We'll see what issues we encounter.","NULL"
"2530"," How you feel about it so far? Worried?","NULL"
"2531"," I'm not really worried. I get what we're doing. I get what you do, I just don't know where to start. I'm kind of overwhelmed.","NULL"
"2532"," Al right let's see...","NULL"
"2533"," ...if I can read this.","NULL"
"2534"," NYW is dot com? . It says dot com.","NULL"
"2535"," All right,  2-3-0-1-0-6.","NULL"
"2536"," Do you have that port on you?","NULL"
"2537"," Hopefully, this is the...","NULL"
"2538"," I don't know if this is the map point one or the other tile service one. The tile service one would be to publish.","NULL"
"2539"," I'm going to say JR in collect uses both. Configurable or generic uses just that one, so we're going to move that tile service to JR, and collect.","NULL"
"2540"," We're going to move the top service to support this. I don't know which one it is.","NULL"
"2541"," I know how it went.","NULL"
"2542"," Maybe there was not one for this interview.","NULL"
"2543"," This.","NULL"
"2544"," Don't worry, so I think we've","NULL"
"2545"," Yeah, very original. What was the other one? The one that's published out of the ATM. Is that it probably tile service driven, or now that's production. Sorry.","NULL"
"2546"," Why don't you go ahead and jump on my machine for the time being. That way we can at least look at. Even the is not going to work. We can at least look at...","NULL"
"2547"," The client.","NULL"
"2548"," Yeah.","NULL"
"2549"," OK.","NULL"
"2550"," I can take a look at these.","NULL"
"2551"," You're still going to have.","NULL"
"2552"," It's the community, one of the guys. Actually those are my signals test.","NULL"
"2553"," This right here.","NULL"
"2554"," Close. This is my point that if you want to look at this at all.","NULL"
"2555"," Right.","NULL"
"2556"," I'm still very functional now and I know you can't right click it .","NULL"
"2557"," I can use that.","NULL"
"2558"," I put that for about five minutes . Why can't we just copy?","NULL"
"2559"," I don't know. Right. I'll paste for everybody. You can do that and anything interesting, anything good to know? Anything I need to be aware of for the implementation. Right now basically its just map view, zoom in, zoom out, context menu, copy paste and...","NULL"
"2560"," ... route.","NULL"
"2561"," All of this is going to be available in the Telerik map control. Nothing special there. The assets. There is already code to bring in the assets. Nancy said, ""don't touch that"" . That'll work regardless of the back control so that's nothing new maybe.","NULL"
"2562"," We shouldn't run that.","NULL"
"2563"," We can pull up the code, and it'll load. It was loaded by the interface. Then it started to quit. No maps.","NULL"
"2564"," What code has Baski gone through with you?","NULL"
"2565"," We looked at...map control. The demo bug, the map control. CS , CS file. Those two we looked at. That's where he said our focus is going to be. Yet for some reason that graph design scared me death. why we didn't look below it, the demo file. I have no idea. I discovered that five minutes after meeting with John.","NULL"
"2566"," So all we had to do is click.","NULL"
"2567"," Where was that app?","NULL"
"2568"," I can't remember. Under V-model?  Sink? Go down toward the bottom. Once it's main window, the main window video.","NULL"
"2569"," Here is an example for code files, where we're going to be implementing the Telerik control map, I guess.","NULL"
"2570"," Have you been doing some demo tinkering?","NULL"
"2571"," I've been brushing up on it. I'm an office manager like he said. I found some demos on implementing data maps in Telerik. Since I didn't have the branch code, I weren't able to plug it in and see if it worked","NULL"
"2572"," We do have the Mobile Collect project which has lots of demo examples. It's a different platform, but it should be universal. You need more examples than that. That's not really my only experience with demo at this point, is the Mobile Collect.","NULL"
"2573"," In a minute we can put mobile Collect, because really the only piece of that was of interest there to me was the small little convert file that switched it from map service to...","NULL"
"2574"," Can we look at that?","NULL"
"2575"," Yeah. That's what Michael said to focus in on there.","NULL"
"2576"," This is here.","NULL"
"2577"," Keep using it. I'm sorry.","NULL"
"2578"," Where is the when you need it?","NULL"
"2579"," One second I'll tell you. In code control. Yeah great.","NULL"
"2580"," The problem Michael also mentioned was regardless if we flipped all this to say, always use map files, the program still not going to want to implement what is installed. It's not just copy and paste like you originally said, I guess.","NULL"
"2581"," Yeah. So lots of references to remove from that point until they're off-map. I want to bring those in at run time and run it.","NULL"
"2582"," See if I stuff up.","NULL"
"2583"," Is there any good stuff on the Telerik website that you guys have offered?","NULL"
"2584"," Yeah. I'm trying to find what the demo maps.you see what Michael did, since they want the teller all on. I agree, because it's better to have a bunch of good stuff on there.","NULL"
"2585"," OK. You will.","NULL"
"2586"," That was one we just have to play some.","NULL"
"2587"," OK. Well, my initial meaning for that, time on the schedule today, there was no way you can be able to do that. Get Baskio branch for us tomorrow. That's where we'll start playing. We'll have...","NULL"
"2588"," See if you can build this? Since we think it's one of those 10 problems. If we can build it.","NULL"
"2589"," Does JR collect?","NULL"
"2590"," Yes.build some things, but it's going to be a headache anyway.","NULL"
"2591"," I can do that now, because as soon as I step away, I'm going to be unto other things.","NULL"
"2592"," {pause}","NULL"
"2593"," What do you need the map for?","NULL"
"2594"," I don't have that. That'll have to wait. I log into Frontier. I will hold up on that.","NULL"
"2595"," Whenever you get a chance to do that one.","NULL"
"2596"," Yeah. I can do that, going to get things going. You said David installed that, or who installed that for you?","NULL"
"2597"," That is Baski.","NULL"
"2598"," Baski.","NULL"
"2599"," I haven't seen it on my desk though.","NULL"
"2600"," Is that what you used?","NULL"
"2601"," I used it the first time, in 2006 but I don't understand. So it is a sort of a problem","NULL"
"2602"," I'll get the media for you, and do my best to attend to it today. See if I can get it to four hours.","NULL"
"2603"," I assume that's going to be the Telerik stuff.","NULL"
"2604"," OK.","NULL"
"2605"," ...any issues. Last week we went over the status of everything more in depth. What I thought is, maybe try to switch that up, so one week go more into the status and one week go more into the issues. ","NULL"
"2606"," That being said, as far as what we're working on right now, what everybody's working on, is there any issues that you know of that we need to capture? Is everything still on track?","NULL"
"2607"," FastPath. Are you going to have something for them Friday or not?","NULL"
"2608"," I'll have something.","NULL"
"2609","  Did she give you that template data or anything?","NULL"
"2610","  .","NULL"
"2611"," OK, so they haven't done their part yet.","NULL"
"2612"," Yes.","NULL"
"2613"," Anything else? All right.","NULL"
"2614"," For the to-do list, we're going to wait until after your add-ons. Put that on hold. Conduit kick-off meeting, we're still looking for maybe the week after April the first to do that?","NULL"
"2615"," Yeah, probably, because  two weeks ago, but  .","NULL"
"2616"," Did everybody have a chance to look at those dates for the Agile class? I want to make sure everybody's here when we do that.","NULL"
"2617"," 17th, 18th, and 19th?","NULL"
"2618"," The 19th is a staff meeting.","NULL"
"2619"," The 19th is a staff meeting, so 17th or 18th.","NULL"
"2620"," Yeah, I looked. It was OK.","NULL"
"2621"," We need to  some of these things. Baski, did you figure out how to give a response on some things?","NULL"
"2622"," Yeah. I'll just tell them, ""Hey, I've got it,"" and get a resolution for you soon, or try to give them an ETA, if possible. Not always possible. But I've started to do that on anything, not just the important things that come in.","NULL"
"2623"," I'm not going to change it to 45 yet, since we're going to try going over status one week and issues the next. We've got to keep it at 30 for right now, I wouldn't change it. Let's just look, I saw that, Baski, I don't know if you've noticed, we've got some ideas for training and classes...","NULL"
"2624"," ...in here now. We should just figure out when we want to start implementing that.","NULL"
"2625"," This is internal training?","NULL"
"2626"," Yeah. Right now, Baski asked over the last year or so, back when he was doing Friday classes, for ideas. These don't necessarily have to be done by Baski. If somebody else's got something, an interest that they're willing to, has some expertise in these things and want to give a class on it...","NULL"
"2627"," There can be a class probably back again when they did it, and walk us through the whole scanning program.","NULL"
"2628"," He can walk through the whole thing, so that everybody knows what it does. It doesn't have to be me, anybody can learn something new. I think it's beneficial to everybody. It's just a class.","NULL"
"2629"," I'd just say, maybe over the next week or two, take a look at these. Everybody pick their top one or two and then in the next meeting in a couple of weeks we'll...I'll be here next week, but several people will be out next week it turns out.","NULL"
"2630"," Are you canceling next week's meeting?","NULL"
"2631"," I'm not, if you all can still do it.","NULL"
"2632"," You can cancel it.","NULL"
"2633"," Nobody's here.","NULL"
"2634"," Bad attitude.","NULL"
"2635"," I'll be here.","NULL"
"2636"," I'm pretty sure that was domestic violence. ","NULL"
"2637"," You're sitting next to somebody who's marrying a police officer.","NULL"
"2638"," What?","NULL"
"2639"," You're sitting next to somebody who's marrying a police officer who will turn you in. ","NULL"
"2640","  officer.","NULL"
"2641"," Jenny's joining the police force?","NULL"
"2642"," Can we have a  for the attitude?","NULL"
"2643"," Yeah, she just lost it.","NULL"
"2644"," I'll have to  , no worries.","NULL"
"2645"," OK, again, so everybody just take a look over these and any more that you want to add and we'll pick which ones we want to tackle first. I noticed somebody put the, ""Coding best practices,"" for both uniformity and between applications.","NULL"
"2646"," Actually, I'm talking with Michael about some books and things that we could use. We can talk about that later, though. There's some ideas around that, especially for the new people. Some of us older people are set in our ways, so the likelihood of us changing...","NULL"
"2647"," Bad attitude.","NULL"
"2648"," Yeah.","NULL"
"2649"," That's the way our mind works. Not yet. This one in particular we're going to definitely be working through. But as far as the other ones that are in class people can pick the ones they'd like to see first. With that, on to issues. Did everybody see these? A couple of seconds. Any new ones anybody wants to add to the list?","NULL"
"2650"," It's not really a new one. It's just a concern. I think we need to have a look at this. They had a meeting about this MapPoint and I didn't know there was a meeting. Three different people came to me, ""I spent 20 minutes there asking, 'Where do you use MapPoint? What do you do with it?'"" I said, ""What?"" Three different people are asking me. They had actually they are at the meeting and...","NULL"
"2651"," ...from meeting they called me about how it's done. I said, ""The meeting was only 20 minutes. I should have been in the meeting."" ""Why?"" ""I wasted one hour explaining to three different people, all in the same meeting. I was not in the meeting."" This would have saved time, everybody's time. That's number one.","NULL"
"2652"," I can't type anything in here now, so I'm just going to write it down. Somebody's got it locked.","NULL"
"2653"," Context-switching, it's not an easy task. Because I switched context in almost like nine things now, support,  support, technical support, dashboard support, dashboard. Then I'm using FastPath. Then I'm using  Collect. You can think of  .","NULL"
"2654"," That conversion to  .","NULL"
"2655"," What is that?","NULL"
"2656"," That conversion to  .","NULL"
"2657","  sometimes.","NULL"
"2658"," When you bring the new people, I think we need to a process to do all this new stuff. Because we're starting a new project. They need to have, ""Oh, my God. I'm learning something new. I'm doing something."" We cannot just throw in some new person and say, ""Go ahead and make a change."" They feel so uncomfortable, because it's not the right way to start. I think we need to take a right path.","NULL"
"2659"," Take time, make sure they all know about it. Also, Adam is  on this, the whole MapPoint controversy. I don't know if it's, he really worked on the project, like take the Conduit Project, he worked on it. The context switch took just two hours, definitely made sense. Because he knows what is the context. He can switch it, I understand what's going on.","NULL"
"2660"," They want to put him on the new project for two hours, the context switch is different completely. By the time you get your head around, the two hours is over. You've got to start all over again every day.","NULL"
"2661"," I think, if we can improve that somehow the context switch, if we are switching it, only a person who worked on it. If they want to learn a new application, or whatever new technology, give it to them specifically for a week. Don't just throw them back in and out. It's not good for anybody.","NULL"
"2662"," Context switching, we will add that to the list.","NULL"
"2663"," It sounds like he was also saying, making sure that you have the subject matter expert when you have a meeting.","NULL"
"2664"," Yeah. I don't recall that meeting. I didn't know there was a meeting either.","NULL"
"2665"," Same thing. I didn't know that there was a meeting. I had three people I talked to. From the meeting they called me and said, ""What is it? How it works?"" I said...","NULL"
"2666"," I'd say at least, if you're thinking you don't want to bother somebody when you're having a meeting, put them on there as optional. At least then they know that it's going on. If they don't have time, they can know that if they're getting questions from three different people, and those three different people are at the meeting...","NULL"
"2667"," Also it helps estimate, because I cannot expect them, these two hours, Adam to estimate what is the workload, because they're not even told what to do.","NULL"
"2668"," I know.","NULL"
"2669"," That's so unfair to them. Because I cannot expect them to estimate anything until they fully understand the context.","NULL"
"2670"," For that particular project, you guys...","NULL"
"2671"," They asked me from the meeting, ""How long is it going to take you to swap the MapPoint for this?"" I said, ""It's going to take two weeks."" That's my understanding, but it's not going to be for everybody, because I worked on application I know where to change it. If somebody is learning a new technology, the time frame is completely different.","NULL"
"2672"," I want them to feel comfortable to estimate, than me estimating for them. That's so wrong.","NULL"
"2673"," Moral of the story...","NULL"
"2674"," ...include the person that you're getting help from in the meeting. That one was a special case, but we have them more often than not, it seems like. Going to have some in a month.","NULL"
"2675"," What meetings are you referring to?","NULL"
"2676"," Usually, throughout the day we'll have some meeting with you. Then the next day Brandon and I go over...","NULL"
"2677"," It's not you, you are not involved with the meeting. It is a management level the meeting is taking place where they want to change the mapping cards and map. It's outside development level. It's not...","NULL"
"2678"," We'll, make sure we tell...","NULL"
"2679"," ...them, ""When you're sending messages to people, don't have meetings about our stuff without having somebody from our team.""","NULL"
"2680"," Which is historically a thing...","NULL"
"2681"," ...that happens.","NULL"
"2682"," That building example...","NULL"
"2683"," I've got an example, the building example yesterday. Obviously something changed in the Notify. Everybody is talking about it, except the development team  . The reason is, something changed in the Notify.","NULL"
"2684"," We not even know. You're just walking in, and finding out yesterday afternoon. You said, ""What's going on?""  , ""We need some help from somebody."" Get all the people as soon as possible, so we can all work together and then go through like 10 different  , and finally come to you for three minutes work.","NULL"
"2685"," I don't know if that one's as good an example. I think, we had the right people on that.","NULL"
"2686"," But there are several occasions where there are no development people involved in these decisions where dates and stuff come out of. I'm working on that one. Anything else? I've got that captured here. If we don't want to add anything else, then we can pick one of these to discuss. See if we can move along before we get to talk about the projects and what you're doing.","NULL"
"2687","  are level three, right?","NULL"
"2688"," Part of it, yeah.","NULL"
"2689"," It's a part of that process?","NULL"
"2690"," We can talk about that. I will say, I added revenue on here today. That's all the revenue. We're on payroll by payroll right now. We're trying to get revenue, in essence. The reason I put that down for marking is, we need to know it. We need to about that. Any ideas people have for quick revenue.","NULL"
"2691"," Yesterday we talked with  about getting the Conduit load, and starting to charge for that as JRM if that's something he's interested in. I thought maybe we'd get some money for it. But short of it is, don't go planning anything right now. We really do need to try to wrap things up. It's not really the time for the scope creep.","NULL"
"2692"," Do you have a list of some things we can make, we can do to make a difference?","NULL"
"2693"," I don't know. That's why I put it on there for us to discuss. We've got the annual goals and the quarterly goals, but the biggest thing is wrapping up. Wrapping up LCAM, wrapping up the PURA stuff and all of that...","NULL"
"2694"," ...I discussed a bunch of ideas. He didn't find the time to do it. I didn't have time. Finally I said, ""I'm going to put it in."" I tried to open the  , it's like worse than  . I wanted to just put in a simple idea, give it to somebody. I don't want to go through like 20 pages of .","NULL"
"2695"," It's too heavyweight for us.","NULL"
"2696"," It should be simple. I just got finished saying to somebody, ""I want it like that."" I don't want to go asking so many person. I said, ""You know what? Forget it. I'm not going to do it.""","NULL"
"2697"," OK. That's really good feedback. I think these are some similar feedback. If Ryan and Baski are saying that it's too complicated then...","NULL"
